DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
"Gansbaai GW2",117494,0.500000,Mk10,20:00:00 22-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,21:00:00 22-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,22:00:00 22-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,23:00:00 22-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.3,Archive
"Gansbaai GW2",117494,0.500000,Mk10,01:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,2.0,18.3,Archive
"Gansbaai GW2",117494,0.500000,Mk10,02:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.3,Archive
"Gansbaai GW2",117494,0.500000,Mk10,04:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.5,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,05:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,1.0,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,11:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.0,18.5,Archive
